"Código Régimen","Código Departamento","Código Localidad","Padrón","Block/Manzana","EP/SS","Unidad","Área predio","Área edificada","Valor catastral terreno","Valor catastral mejoras","Valor catastral total","Valor para impuestos","Fecha última DJCU","Vigencia última DJCU"
"CO","B","EH",268,"","",0,364,209,202435,1625174,1827609,1827609,"04/03/2010","04/03/2015"
"CO","B","EH",270,"","",0,403,324,212718,2983740,3196458,3196458,"03/09/2018","03/09/2023"
"CO","B","EH",271,"","",0,695,955,366849,7612482,7979331,11215330,"12/08/2023","12/08/2028"
"CO","B","EH",272,"","",0,300,274,158351,2930824,3089175,3089175,"09/08/2016","09/08/2021"
"CO","B","EH",273,"","",0,598,431,315650,3527671,3843321,3843321,"28/09/2020","28/09/2025"
"CO","B","EH",275,"","",0,300,240,158351,1770398,1928749,1938076,"06/05/2022","06/05/2027"
"CO","B","EH",276,"","",0,300,353,158351,3314638,3472989,3472989,"18/10/2013","18/10/2018"
"CO","B","EH",277,"","",0,324,102,180185,833858,1014043,1014043,"/  /","/  /"
"CO","B","EH",285,"","",0,524,66,217327,445337,662664,662664,"/  /","/  /"
"CO","B","EH",286,"","",0,800,132,361955,961150,1323105,1323105,"13/10/2016","13/10/2021"
"CO","B","EH",288,"","",0,900,184,449617,1539372,1988989,1988989,"/  /","/  /"
"CO","B","EH",289,"","",0,278,196,170322,573196,743518,498646,"28/01/2023","28/01/2028"
"CO","B","EH",290,"","",0,236,212,140143,1926404,2066547,2066547,"/  /","/  /"
"CO","B","EH",294,"","",0,395,268,281968,3023994,3305962,3305962,"27/11/2011","27/11/2016"
"CO","B","EH",295,"","",0,848,204,463599,2643909,3107508,3107508,"/  /","/  /"
"CO","B","EH",296,"","",0,800,0,407209,0,407209,407209,"/  /","/  /"
"CO","B","EH",302,"","",0,598,111,355113,803839,1158952,1158952,"/  /","/  /"
"CO","B","EH",303,"","",0,360,61,203601,570429,774030,774030,"/  /","/  /"
"CO","B","EH",306,"","",0,1000,445,395890,8377241,8773131,8773131,"/  /","/  /"
"CO","B","EH",307,"","",0,460,132,216792,1432154,1648946,1648946,"17/03/2017","17/03/2022"
"CO","B","EH",308,"","",0,400,120,180971,527081,708052,708052,"08/02/2008","08/02/2013"
"CO","B","EH",309,"","",0,400,87,173437,764319,937756,937756,"/  /","/  /"
"CO","B","EH",310,"","",0,800,120,475069,956605,1431674,1431674,"/  /","/  /"
"CO","B","EH",311,"","",0,500,0,263915,0,263915,263915,"/  /","/  /"
"CO","B","EH",312,"","",0,400,270,275227,1277878,1553105,1907295,"19/04/2022","19/04/2027"
"CO","B","EH",314,"","",0,500,67,212075,412029,624104,624104,"/  /","/  /"
"CO","B","EH",316,"","",0,300,145,144216,2077702,2221918,2221918,"/  /","/  /"
"CO","B","EH",317,"","",0,300,234,127252,2204362,2331614,2331614,"08/09/2006","08/09/2011"
"CO","B","EH",321,"","",0,400,86,165894,580290,746184,746184,"/  /","/  /"
"CO","B","EH",322,"","",0,800,105,316707,1181384,1498091,1498091,"/  /","/  /"
"CO","B","EH",326,"","",0,2900,0,1448755,0,1448755,1448755,"/  /","/  /"
"CO","B","EH",327,"","",0,200,42,113113,196021,309134,309134,"/  /","/  /"
"CO","B","EH",330,"","",0,172,92,97277,1111333,1208610,1208610,"/  /","/  /"
"CO","B","EH",332,"","",0,614,57,300954,459982,760936,760936,"/  /","/  /"
"CO","B","EH",333,"","",0,614,87,260440,454363,714803,714803,"/  /","/  /"
"CO","B","EH",334,"","",0,311,25,131908,98830,230738,230738,"/  /","/  /"
"CO","B","EH",339,"","",0,440,241,207677,1749517,1957194,1644639,"28/04/2022","28/04/2027"
"CO","B","EH",340,"","",0,340,197,169853,916758,1086611,1086611,"15/12/2017","15/12/2022"
"CO","B","EH",341,"","",0,340,221,185880,2223054,2408934,2408934,"11/02/2019","11/02/2024"
"CO","B","EH",342,"","",0,680,305,282026,2720694,3002720,3002720,"04/12/2017","04/12/2022"
"CO","B","EH",343,"","",0,550,124,238473,1884426,2122899,2122899,"/  /","/  /"
"CO","B","EH",347,"","",0,260,117,117635,1670291,1787926,1787926,"/  /","/  /"
"CO","B","EH",348,"","",0,800,0,316707,0,316707,316707,"28/01/2004","28/01/2009"
"CO","B","EH",349,"","",0,999,173,386464,1105576,1492040,1492040,"12/12/2004","12/12/2009"
"CO","B","EH",350,"","",0,220,72,118202,412029,530231,530231,"/  /","/  /"
"CO","B","EH",352,"","",0,400,140,158351,1827329,1985680,1985680,"/  /","/  /"
"CO","B","EH",353,"","",0,491,42,249928,372646,622574,622574,"/  /","/  /"
"CO","B","EH",355,"","",0,265,0,119893,0,119893,119893,"/  /","/  /"
"CO","B","EH",357,"","",0,400,150,165894,1378033,1543927,1543927,"18/08/2020","18/08/2025"
"CO","B","EH",365,"","",0,396,175,178265,1095395,1273660,1273660,"08/09/2015","08/09/2020"
"CO","B","EH",367,"","",0,400,88,199828,649406,849234,849234,"/  /","/  /"
"CO","B","EH",369,"","",0,800,98,294096,737333,1031429,1031429,"/  /","/  /"
"CO","B","EH",374,"","",0,664,0,225317,0,225317,225317,"/  /","/  /"
"CO","B","EH",378,"","",0,760,83,329527,1002608,1332135,1332135,"/  /","/  /"
"CO","B","EH",387,"","",0,1730,278,375054,1988907,2363961,2363961,"17/05/2016","17/05/2021"
"CO","B","EH",388,"","",0,504,0,109260,0,109260,109260,"/  /","/  /"
"CO","B","EH",389,"","",0,504,0,109260,0,109260,109260,"/  /","/  /"
"CO","B","EH",390,"","",0,504,0,109260,0,109260,109260,"/  /","/  /"
"CO","B","EH",391,"","",0,1008,0,209024,0,209024,209024,"/  /","/  /"
"CO","B","EH",392,"","",0,504,0,109260,0,109260,109260,"/  /","/  /"
"CO","B","EH",393,"","",0,504,293,109260,3570529,3679789,3679789,"26/05/2011","26/05/2016"
"CO","B","EH",394,"","",0,504,0,109260,0,109260,109260,"/  /","/  /"
"CO","B","EH",395,"","",0,572,0,113213,0,113213,113213,"/  /","/  /"
"CO","B","EH",397,"","",0,1091,349,215961,1989967,2205928,2205928,"03/09/2007","03/09/2012"
"CO","B","EH",398,"","",0,577,0,119653,0,119653,119653,"/  /","/  /"
"CO","B","EH",399,"","",0,533,391,110535,5336059,5446594,5446594,"/  /","/  /"
"CO","B","EH",400,"","",0,537,150,116421,0,116421,116421,"/  /","/  /"
"CO","B","EH",401,"","",0,489,0,110628,0,110628,110628,"10/02/2023","10/02/2028"
"CO","B","EH",402,"","",0,429,225,76831,2449503,2526334,2526334,"06/05/2020","06/05/2025"
"CO","B","EH",403,"","",0,468,0,92646,0,92646,92646,"27/07/2023","27/07/2028"
"CO","B","EH",404,"","",0,492,245,88120,2312184,2400304,2399018,"07/02/2024","07/02/2029"
"CO","B","EH",405,"","",0,519,0,88062,0,88062,88062,"/  /","/  /"
"CO","B","EH",406,"","",0,519,0,88062,0,88062,88062,"19/04/2005","19/04/2010"
"CO","B","EH",407,"","",0,540,271,111982,3109026,3221008,3221008,"30/12/2009","30/12/2014"
"CO","B","EH",408,"","",0,508,0,100549,0,100549,100549,"/  /","/  /"
"CO","B","EH",410,"","",0,407,257,92070,2426925,2518995,2486329,"07/01/2021","07/01/2026"
"CO","B","EH",411,"","",0,440,307,58066,2505660,2563726,2562307,"10/06/2021","10/06/2026"
"CO","B","EH",412,"","",0,546,0,92646,0,92646,92646,"/  /","/  /"
"CO","B","EH",413,"","",0,546,0,92646,0,92646,92646,"/  /","/  /"
"CO","B","EH",414,"","",0,546,223,92646,2520856,2613502,2613502,"29/03/2007","29/03/2012"
"CO","B","EH",415,"","",0,546,0,92646,0,92646,92646,"/  /","/  /"
"CO","B","EH",418,"","",0,546,231,92646,2314431,2407077,2407077,"24/06/2007","24/06/2012"
"CO","B","EH",419,"","",0,546,117,92646,1413340,1505986,1505986,"14/07/2016","14/07/2021"
"CO","B","EH",420,"","",0,546,0,92646,0,92646,92646,"/  /","/  /"
"CO","B","EH",421,"","",0,546,231,92646,2281918,2374564,2374564,"16/03/2018","16/03/2023"
"CO","B","EH",422,"","",0,440,220,78800,2001443,2080243,2080243,"09/09/2020","09/09/2025"
"CO","B","EH",424,"","",0,554,246,78332,2532528,2610860,2452436,"09/03/2021","09/03/2026"
"CO","B","EH",425,"","",0,565,0,79885,0,79885,79885,"/  /","/  /"
"CO","B","EH",426,"","",0,550,280,77766,2990555,3068321,3068321,"12/06/2019","12/06/2024"
"CO","B","EH",427,"","",0,558,252,105192,1924133,2029325,2199405,"04/05/2021","04/05/2026"
"CO","B","EH",428,"","",0,546,0,72054,0,72054,72054,"/  /","/  /"
"CO","B","EH",429,"","",0,546,218,72054,2387008,2459062,2459062,"11/07/2016","11/07/2021"
"CO","B","EH",430,"","",0,546,0,72054,0,72054,72054,"/  /","/  /"
"CO","B","EH",431,"","",0,546,0,72054,0,72054,72054,"/  /","/  /"
"CO","B","EH",432,"","",0,546,0,72054,0,72054,72054,"/  /","/  /"
"CO","B","EH",433,"","",0,546,0,72054,0,72054,72054,"/  /","/  /"
"CO","B","EH",436,"","",0,546,203,66909,2417199,2484108,2110498,"18/05/2023","18/05/2028"
"CO","B","EH",437,"","",0,546,202,72054,2393437,2465491,2465491,"23/10/2019","23/10/2024"
"CO","B","EH",438,"","",0,546,0,72054,0,72054,72054,"12/01/2022","12/01/2027"
"CO","B","EH",439,"","",0,1108,0,135774,0,135774,135774,"12/01/2022","12/01/2027"
"CO","B","EH",440,"","",0,566,0,106691,0,106691,106691,"12/01/2022","12/01/2027"
"CO","B","EH",441,"","",0,554,250,104439,1722933,1827372,1827372,"21/08/2018","21/08/2023"
"CO","B","EH",443,"","",0,1142,472,183000,3830810,4013810,4962474,"05/07/2023","05/07/2028"
"CO","B","EH",447,"","",0,576,0,65159,0,65159,65159,"/  /","/  /"
"CO","B","EH",452,"","",0,4360,0,534263,0,534263,534263,"/  /","/  /"
"CO","B","EH",453,"","",0,1471,0,318907,0,318907,318907,"/  /","/  /"
"CO","B","EH",455,"","",0,553,308,93829,3058567,3152396,3152396,"16/08/2016","16/08/2021"
"CO","B","EH",456,"","",0,587,21,110664,129137,239801,239801,"/  /","/  /"
"CO","B","EH",457,"","",0,595,218,112162,2262520,2374682,2374682,"02/11/2007","02/11/2012"
"CO","B","EH",458,"","",0,365,0,72239,0,72239,72239,"09/06/2015","09/06/2020"
"CO","B","EH",462,"","",0,576,0,76003,0,76003,76003,"21/02/2023","21/02/2028"
"CO","B","EH",463,"","",0,576,0,76003,0,76003,76003,"/  /","/  /"
"CO","B","EH",466,"","",0,576,0,76003,0,76003,76003,"/  /","/  /"
"CO","B","EH",467,"","",0,576,194,76003,2005018,2081021,2081021,"20/07/2008","20/07/2013"
"CO","B","EH",468,"","",0,528,173,79633,1258530,1338163,1338163,"24/08/2017","24/08/2022"
"CO","B","EH",469,"","",0,567,187,74823,2176614,2251437,2251437,"21/03/2017","21/03/2022"
"CO","B","EH",470,"","",0,519,0,63596,0,63596,63596,"04/03/2022","04/03/2027"
"CO","B","EH",471,"","",0,508,265,62250,3026521,3088771,3092783,"04/03/2022","04/03/2027"
"CO","B","EH",472,"","",0,452,0,59653,0,59653,59653,"/  /","/  /"
"CO","B","EH",473,"","",0,539,28,81294,56821,138115,138115,"22/03/2007","22/03/2012"
"CO","B","EH",474,"","",0,576,0,59717,0,59717,59717,"/  /","/  /"
"CO","B","EH",475,"","",0,576,0,59717,0,59717,59717,"16/08/2022","16/08/2027"
"CO","B","EH",476,"","",0,576,0,59717,0,59717,59717,"15/03/2023","15/03/2028"
"CO","B","EH",477,"","",0,576,128,59717,1875045,1934762,1934762,"17/10/2016","17/10/2021"
"CO","B","EH",478,"","",0,576,0,59717,0,59717,59717,"/  /","/  /"
"CO","B","EH",479,"","",0,576,0,59717,0,59717,59717,"/  /","/  /"
"CO","B","EH",480,"","",0,539,387,71137,3638347,3709484,3709484,"03/06/2020","03/06/2025"
"CO","B","EH",481,"","",0,508,198,57464,1938585,1996049,1977091,"15/01/2021","15/01/2026"
"CO","B","EH",482,"","",0,519,172,58703,3691604,3750307,3750307,"04/12/2003","04/12/2008"
"CO","B","EH",484,"","",0,482,0,81786,0,81786,81786,"/  /","/  /"
"CO","B","EH",485,"","",0,448,0,63344,0,63344,63344,"/  /","/  /"
"CO","B","EH",489,"","",0,811,326,114668,3420951,3535619,3535619,"07/08/2012","07/08/2017"
"CO","B","EH",490,"","",0,504,0,61756,0,61756,61756,"10/09/2023","10/09/2028"
"CO","B","EH",491,"","",0,504,0,61756,0,61756,61756,"10/09/2023","10/09/2028"
"CO","B","EH",497,"","",0,504,293,57008,3215193,3272201,3272201,"19/03/2014","19/03/2019"
"CO","B","EH",498,"","",0,482,349,54520,3329257,3383777,2052073,"13/12/2022","13/12/2027"
"CO","B","EH",499,"","",0,643,0,84854,3636852,3721706,3721706,"/  /","/  /"
"CO","B","EH",500,"","",0,611,0,80637,0,80637,80637,"/  /","/  /"
"CO","B","EH",501,"","",0,557,0,73498,0,73498,73498,"/  /","/  /"
"CO","B","EH",502,"","",0,830,394,140820,5418363,5559183,5559183,"07/03/2017","07/03/2022"
"CO","B","EH",507,"","",0,431,197,81250,1759973,1841223,1841223,"31/08/2011","31/08/2016"
"CO","B","EH",508,"","",0,504,214,71266,1808108,1879374,1879374,"14/12/2011","14/12/2016"
"CO","B","EH",509,"","",0,483,0,68287,0,68287,68287,"/  /","/  /"
"CO","B","EH",510,"","",0,483,271,63743,3029114,3092857,3092857,"25/09/2008","25/09/2013"
"CO","B","EH",511,"","",0,528,204,59717,875141,934858,934858,"28/09/2016","28/09/2021"
"CO","B","EH",512,"","",0,528,320,59717,3610443,3670160,3670160,"18/05/2012","18/05/2017"
"CO","B","EH",513,"","",0,528,176,59717,1774006,1833723,1833723,"05/04/2018","05/04/2023"
"CO","B","EH",516,"","",0,504,135,66510,1585706,1652216,1652216,"29/12/2005","29/12/2010"
"CO","B","EH",517,"","",0,504,212,66510,1721034,1787544,1787544,"30/09/2013","30/09/2018"
"CO","B","EH",518,"","",0,504,0,66510,0,66510,66510,"/  /","/  /"
"CO","B","EH",519,"","",0,431,0,81250,0,81250,81250,"/  /","/  /"
"CO","B","EH",520,"","",0,972,384,155746,3175424,3331170,3331170,"27/10/2008","27/10/2013"
"CO","B","EH",522,"","",0,615,0,86957,0,86957,86957,"/  /","/  /"
"CO","B","EH",525,"","",0,1344,400,152020,4310517,4462537,4374014,"02/08/2021","02/08/2026"
"CO","B","EH",526,"","",0,1056,0,109488,0,109488,109488,"/  /","/  /"
"CO","B","EH",527,"","",0,528,0,59717,0,59717,59717,"/  /","/  /"
"CO","B","EH",528,"","",0,483,0,63743,0,63743,63743,"/  /","/  /"
"CO","B","EH",529,"","",0,483,0,77411,0,77411,77411,"/  /","/  /"
"CO","B","EH",530,"","",0,504,0,66510,0,66510,66510,"/  /","/  /"
"CO","B","EH",531,"","",0,399,151,84758,1349722,1434480,1434480,"05/12/2006","05/12/2011"
"CO","B","EH",532,"","",0,420,0,71266,0,71266,71266,"/  /","/  /"
"CO","B","EH",533,"","",0,600,0,79174,0,79174,79174,"/  /","/  /"
"CO","B","EH",534,"","",0,600,232,79174,2598676,2677850,2677850,"13/07/2012","13/07/2017"
"CO","B","EH",535,"","",0,600,191,79174,1621217,1700391,1700391,"12/10/2018","12/10/2023"
"CO","B","EH",540,"","",0,643,181,84854,2063366,2148220,2148220,"25/03/2011","25/03/2016"
"CO","B","EH",541,"","",0,482,200,77239,1973758,2050997,2050997,"28/02/2008","28/02/2013"
"CO","B","EH",542,"","",0,504,199,66510,1885235,1951745,1951745,"19/04/2010","19/04/2015"
"CO","B","EH",543,"","",0,600,171,62215,1174777,1236992,297170,"13/03/2024","13/03/2029"
"CO","B","EH",544,"","",0,600,0,62215,0,62215,62215,"/  /","/  /"
"CO","B","EH",545,"","",0,600,0,62215,0,62215,62215,"/  /","/  /"
"CO","B","EH",546,"","",0,1344,0,177354,0,177354,177354,"/  /","/  /"
"CO","B","EH",549,"","",0,504,126,57008,1335152,1392160,1478601,"06/07/2023","06/07/2028"
"CO","B","EH",550,"","",0,1084,0,173694,0,173694,173694,"24/09/2004","24/09/2009"
"CO","B","EH",560,"","",0,651,0,79777,0,79777,79777,"24/03/2021","24/03/2026"
"CO","B","EH",561,"","",0,491,0,60169,0,60169,60169,"/  /","/  /"
"CO","B","EH",564,"","",0,679,340,70392,4073418,4143810,2599119,"05/03/2024","05/03/2029"
"CO","B","EH",565,"","",0,693,430,71852,4454125,4525977,4879576,"14/11/2022","14/11/2027"
"CO","B","EH",566,"","",0,707,0,73301,0,73301,73301,"/  /","/  /"
"CO","B","EH",567,"","",0,658,262,68230,3342441,3410671,3410671,"24/04/2016","24/04/2021"
"CO","B","EH",571,"","",0,440,0,54039,0,54039,54039,"31/03/2006","31/03/2011"
"CO","B","EH",572,"","",0,447,275,54780,3066968,3121748,1894960,"29/03/2022","29/03/2027"
"CO","B","EH",573,"","",0,1078,0,172738,0,172738,172738,"/  /","/  /"
"CO","B","EH",579,"","",0,504,0,57008,0,57008,57008,"/  /","/  /"
"CO","B","EH",581,"","",0,528,255,59717,2608202,2667919,3117006,"10/11/2022","10/11/2027"
"CO","B","EH",582,"","",0,527,149,64588,1497370,1561958,1561958,"19/05/2016","19/05/2021"
"CO","B","EH",583,"","",0,523,0,59153,0,59153,59153,"/  /","/  /"
"CO","B","EH",584,"","",0,512,0,57916,0,57916,57916,"/  /","/  /"
"CO","B","EH",585,"","",0,500,0,56546,0,56546,56546,"/  /","/  /"
"CO","B","EH",586,"","",0,489,0,55318,0,55318,55318,"/  /","/  /"
"CO","B","EH",587,"","",0,507,151,62134,2559228,2621362,2621362,"20/09/2005","20/09/2010"
"CO","B","EH",597,"","",0,504,117,52256,1196648,1248904,1248904,"18/03/2005","18/03/2010"
"CO","B","EH",598,"","",0,420,130,47503,1194157,1241660,1241660,"30/03/2011","30/03/2016"
"CO","B","EH",599,"","",0,420,0,47503,0,47503,47503,"/  /","/  /"
"CO","B","EH",600,"","",0,504,235,57008,1860354,1917362,1917362,"13/09/2007","13/09/2012"
"CO","B","EH",601,"","",0,493,206,60407,1779047,1839454,1483644,"08/01/2021","08/01/2026"
"CO","B","EH",603,"","",0,471,174,48829,3008752,3057581,3057581,"14/12/2006","14/12/2011"
"CO","B","EH",604,"","",0,460,195,47695,2450935,2498630,2498630,"27/12/2006","27/12/2011"
"CO","B","EH",605,"","",0,512,177,62745,1345015,1407760,1407760,"20/08/2015","20/08/2020"
"CO","B","EH",606,"","",0,506,0,57244,0,57244,57244,"/  /","/  /"
"CO","B","EH",607,"","",0,506,0,57244,0,57244,57244,"05/03/2024","05/03/2029"
"CO","B","EH",608,"","",0,512,184,62745,1767703,1830448,1668728,"08/02/2023","08/02/2028"
"CO","B","EH",610,"","",0,443,233,45924,3248014,3293938,1345129,"16/03/2023","16/03/2028"
"CO","B","EH",611,"","",0,881,0,91345,0,91345,91345,"/  /","/  /"
"CO","B","EH",612,"","",0,815,0,69137,0,69137,69137,"30/03/2023","30/03/2028"
"CO","B","EH",616,"","",0,881,0,91345,0,91345,91345,"25/02/2022","25/02/2027"
"CO","B","EH",619,"","",0,521,0,54027,0,54027,54027,"/  /","/  /"
"CO","B","EH",621,"","",0,420,215,55432,2142879,2198311,2198311,"09/05/2007","09/05/2012"
"CO","B","EH",623,"","",0,538,274,70996,3036403,3107399,3107399,"07/08/2012","07/08/2017"
"CO","B","EH",624,"","",0,1068,0,110734,0,110734,110734,"/  /","/  /"
"CO","B","EH",625,"","",0,561,0,58171,0,58171,58171,"/  /","/  /"
"CO","B","EH",626,"","",0,423,190,55820,2138857,2194677,1766904,"16/10/2021","16/10/2026"
"CO","B","EH",627,"","",0,460,0,52035,0,52035,52035,"29/11/2017","29/11/2022"
"CO","B","EH",628,"","",0,600,0,50894,0,50894,50894,"06/10/2023","06/10/2028"
"CO","B","EH",629,"","",0,600,0,50894,0,50894,50894,"/  /","/  /"
"CO","B","EH",630,"","",0,600,0,50894,0,50894,50894,"/  /","/  /"
"CO","B","EH",631,"","",0,600,150,50894,2003216,2054110,2054110,"08/05/2012","08/05/2017"
"CO","B","EH",632,"","",0,420,0,47503,0,47503,47503,"/  /","/  /"
"CO","B","EH",633,"","",0,420,67,55432,437030,492462,492462,"07/04/2009","07/04/2014"
"CO","B","EH",634,"","",0,504,239,52256,2336279,2388535,2388535,"28/10/2015","28/10/2020"
"CO","B","EH",637,"","",0,420,0,59389,0,59389,59389,"/  /","/  /"
"CO","B","EH",638,"","",0,420,336,55432,2973492,3028924,3028924,"18/03/2014","18/03/2019"
"CO","B","EH",639,"","",0,600,215,62215,2172373,2234588,2234588,"02/01/2013","02/01/2018"
"CO","B","EH",640,"","",0,600,232,50894,1464505,1515399,1515399,"22/09/2014","22/09/2019"
"CO","B","EH",641,"","",0,420,130,47503,1462953,1510456,1510456,"15/03/2012","15/03/2017"
"CO","B","EH",642,"","",0,504,376,42740,2994212,3036952,3139932,"21/07/2022","21/07/2027"
"CO","B","EH",643,"","",0,504,201,42740,2206504,2249244,2109464,"18/06/2021","18/06/2026"
"CO","B","EH",649,"","",0,600,0,50894,0,50894,50894,"/  /","/  /"
"CO","B","EH",650,"","",0,600,99,50894,890739,941633,941633,"15/08/2008","15/08/2013"
"CO","B","EH",651,"","",0,420,222,43543,2229494,2273037,2216621,"07/05/2021","07/05/2026"
"CO","B","EH",652,"","",0,420,154,55432,1883171,1938603,1938603,"09/04/2007","09/04/2012"
"CO","B","EH",653,"","",0,504,0,53207,0,53207,53207,"/  /","/  /"
"CO","B","EH",654,"","",0,504,0,52256,0,52256,52256,"/  /","/  /"
"CO","B","EH",655,"","",0,504,0,52256,0,52256,52256,"/  /","/  /"
"CO","B","EH",656,"","",0,504,0,52256,0,52256,52256,"/  /","/  /"
"CO","B","EH",657,"","",0,504,176,52256,1816383,1868639,1862563,"10/07/2023","10/07/2028"
"CO","B","EH",658,"","",0,420,232,59389,2331163,2390552,2390552,"09/08/2019","09/08/2024"
"CO","B","EH",659,"","",0,420,203,55432,2157236,2212668,2212668,"23/09/2004","23/09/2009"
"CO","B","EH",660,"","",0,600,47,62215,237697,299912,299912,"30/01/2007","30/01/2012"
"CO","B","EH",661,"","",0,600,0,62215,0,62215,62215,"/  /","/  /"
"CO","B","EH",662,"","",0,600,215,62215,1840668,1902883,1798656,"03/02/2022","03/02/2027"
"CO","B","EH",663,"","",0,420,0,35634,0,35634,35634,"/  /","/  /"
"CO","B","EH",664,"","",0,504,0,52256,0,52256,52256,"/  /","/  /"
"CO","B","EH",667,"","",0,504,0,52256,0,52256,52256,"10/04/2023","10/04/2028"
"CO","B","EH",668,"","",0,504,0,52256,0,52256,52256,"05/06/2022","05/06/2027"
"CO","B","EH",669,"","",0,420,68,55432,746770,802202,802202,"10/03/2005","10/03/2010"
"CO","B","EH",670,"","",0,420,0,47503,0,47503,47503,"/  /","/  /"
"CO","B","EH",671,"","",0,600,182,50894,1954931,2005825,2005825,"11/09/2015","11/09/2020"
"CO","B","EH",672,"","",0,600,202,50894,2060470,2111364,2111364,"12/12/2008","12/12/2013"
"CO","B","EH",673,"","",0,600,242,50894,2592655,2643549,2643549,"12/12/2012","12/12/2017"
"CO","B","EH",675,"","",0,420,103,55432,753966,809398,809398,"26/04/2022","26/04/2027"
"CO","B","EH",678,"","",0,504,0,52256,0,52256,52256,"07/02/2022","07/02/2027"
"CO","B","EH",679,"","",0,504,127,52256,1434186,1486442,1486442,"10/12/2004","10/12/2009"
"CO","B","EH",680,"","",0,504,322,52256,3270382,3322638,3322638,"13/12/2018","13/12/2023"
"CO","B","EH",683,"","",0,600,251,62215,2681732,2743947,2743947,"18/06/2013","18/06/2018"
"CO","B","EH",684,"","",0,600,257,62215,2594813,2657028,2256648,"26/09/2022","26/09/2027"
"CO","B","EH",685,"","",0,1200,0,124420,0,124420,124420,"/  /","/  /"
"CO","B","EH",686,"","",0,420,152,47503,1092580,1140083,1140083,"01/12/2015","01/12/2020"
"CO","B","EH",687,"","",0,420,108,55432,989547,1044979,1044979,"06/11/2020","06/11/2025"
"CO","B","EH",688,"","",0,504,191,52256,1511844,1564100,1577940,"07/05/2021","07/05/2026"
"CO","B","EH",689,"","",0,504,0,52256,0,52256,52256,"11/09/2022","11/09/2027"
"CO","B","EH",690,"","",0,504,0,52256,0,52256,52256,"/  /","/  /"
"CO","B","EH",691,"","",0,504,0,52256,0,52256,52256,"15/08/2023","15/08/2028"
"CO","B","EH",694,"","",0,420,206,47503,1383984,1431487,1431487,"16/05/2016","16/05/2021"
"CO","B","EH",695,"","",0,1200,301,101798,1863086,1964884,1964884,"31/08/2016","31/08/2021"
"CO","B","EH",700,"","",0,423,0,55820,0,55820,55820,"/  /","/  /"
"CO","B","EH",701,"","",0,561,208,58171,2136230,2194401,2194401,"03/03/2015","03/03/2020"
"CO","B","EH",702,"","",0,544,0,56404,0,56404,56404,"/  /","/  /"
"CO","B","EH",703,"","",0,524,205,54975,1267980,1322955,1322955,"06/05/2019","06/05/2024"
"CO","B","EH",704,"","",0,504,0,52256,0,52256,52256,"/  /","/  /"
"CO","B","EH",709,"","",0,524,214,49387,1385169,1434556,1157521,"09/10/2021","09/10/2026"
"CO","B","EH",710,"","",0,483,0,50084,0,50084,50084,"/  /","/  /"
"CO","B","EH",711,"","",0,512,220,53092,2013096,2066188,2066188,"16/11/2015","16/11/2020"
"CO","B","EH",712,"","",0,457,0,47389,0,47389,47389,"/  /","/  /"
"CO","B","EH",713,"","",0,454,177,47071,1394328,1441399,883667,"12/09/2022","12/09/2027"
