"C贸digo r茅gimen","C贸digo departamento","C贸digo localidad","Padr贸n","Bloc / Manzana","EP / SS","Unidad","Nivel","Area construida","A帽o de construcci贸n","A帽o remanente","EP/SS uso exclusivo","Unidad uso explusivo","Destinos","Categor铆a de construcci贸n","Estado conservaci贸n","Tipo de cubierta","Indicador cielorraso","Tipo de obra"
"CO","B","EH",15008,"","",0,0,28,2000,0,NA,0,"DEPOSITO","3.5","Regular","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",17539,"","",0,0,135,2014,0,NA,0,"VIVIENDA","Confortable","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17539,"","",0,0,17,2022,0,NA,0,"PISCINA","Confortable","Excelente/Bueno",NA,NA,"Original"
"CO","B","EH",15042,"","",0,0,74,1993,0,NA,0,"VIVIENDA","Confortable","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",15042,"","",0,0,13,1993,0,NA,0,"VIVIENDA","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",15042,"","",0,0,1,2008,0,NA,0,"CHURRASQUERA","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",15042,"","",0,0,6,2008,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","Comun","Regular","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",15042,"","",0,0,6,1993,0,NA,0,"PORCHE","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",15042,"","",0,0,10,1993,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",15042,"","",0,1,74,1993,0,NA,0,"VIVIENDA","Confortable","Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",16381,"","",0,0,18,2011,0,NA,0,"PISCINA","Comun","Regular",NA,NA,"Original"
"CO","B","EH",1265,"","",0,0,109,2009,0,NA,0,"VIVIENDA","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",1265,"","",0,1,86,2009,0,NA,0,"VIVIENDA","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",1265,"","",0,0,12,2023,2009,NA,0,"COMERCIO","Comun","Excelente","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",1265,"","",0,1,12,2023,2009,NA,0,"COMERCIO","Comun","Excelente","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",16389,"","",0,0,87,1993,0,NA,0,"VIVIENDA","Confortable","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",16389,"","",0,0,21,2010,0,NA,0,"PISCINA","Confortable","Bueno",NA,NA,"Original"
"CO","B","EH",16389,"","",0,1,80,1993,0,NA,0,"VIVIENDA","Confortable","Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",16242,"","",0,-1,32,1992,0,NA,0,"VIVIENDA","2.5","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",16242,"","",0,-1,17,1996,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","2.5","Bueno/Regular","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",16242,"","",0,0,155,2009,1992,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",16242,"","",0,0,9,2009,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",16242,"","",0,1,116,1992,0,NA,0,"VIVIENDA","Confortable","Bueno/Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",16242,"","",0,1,13,1996,0,NA,0,"VIVIENDA","Confortable","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",16242,"","",0,0,58,1997,0,NA,0,"VIVIENDA","Confortable","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",16242,"","",0,0,54,2013,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","Confortable","Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",16242,"","",0,0,17,2010,0,NA,0,"PISCINA","2.5","Bueno/Regular",NA,NA,"Original"
"CO","B","EH",16382,"","",0,0,101,1995,0,NA,0,"VIVIENDA","Comun","Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",16382,"","",0,0,2,1995,0,NA,0,"CHURRASQUERA","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",10706,"","",0,-1,61,1987,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",10706,"","",0,0,114,1987,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",10706,"","",0,0,17,1987,0,NA,0,"DEPOSITO","Confortable","Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",10706,"","",0,1,31,1987,0,NA,0,"VIVIENDA","Confortable","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17282,"","",0,0,52,1992,0,NA,0,"VIVIENDA","Confortable","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17282,"","",0,0,15,2002,0,NA,0,"VIVIENDA","Confortable","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17282,"","",0,0,23,2017,1992,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",17282,"","",0,0,30,2017,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17282,"","",0,0,47,2015,0,NA,0,"BARBACOA","Confortable","Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",17282,"","",0,1,64,1992,0,NA,0,"VIVIENDA","Confortable","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17282,"","",0,1,1,2017,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17337,"","",0,0,34,2001,1945,NA,0,"VIVIENDA","Comun","Bueno/Regular","Liviana sin cielorraso",NA,"Reforma"
"CO","B","EH",17337,"","",0,0,62,2001,1945,NA,0,"VIVIENDA","Comun","Bueno/Regular","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",17337,"","",0,0,32,2001,0,NA,0,"VIVIENDA","Comun","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17337,"","",0,0,16,2001,0,NA,0,"PORCHE","Comun","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17337,"","",0,0,22,2001,1945,NA,0,"CUBIERTA,TECHADO,COBERTIZO","Comun","Bueno/Regular","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",17337,"","",0,0,17,2001,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","Comun","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17337,"","",0,0,51,2001,1955,NA,0,"VIVIENDA","Comun","Bueno/Regular","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",17337,"","",0,1,58,1945,0,NA,0,"VIVIENDA","Comun","Regular","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",17337,"","",0,1,8,2001,1945,NA,0,"VIVIENDA","Comun","Bueno/Regular","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",17337,"","",0,1,13,2001,0,NA,0,"VIVIENDA","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",179,"","",0,0,80,2004,1934,NA,0,"COMERCIO","2.5","Bueno/Regular","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",179,"","",0,0,38,2004,0,NA,0,"COMERCIO","2.5","Bueno/Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",179,"","",0,0,25,2017,0,NA,0,"COMERCIO","2.5","Bueno/Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",179,"","",0,0,5,2017,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","2.5","Bueno/Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",179,"","",0,0,29,2013,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","2.5","Bueno/Regular","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",179,"","",0,1,61,1953,0,NA,0,"VIVIENDA","2.5","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",10727,"","",0,-1,100,2006,0,NA,0,"DEPOSITO","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",10727,"","",0,0,87,2006,0,NA,0,"COMERCIO","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",10727,"","",0,0,10,2021,2006,NA,0,"COMERCIO","Comun","Bueno","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",10727,"","",0,0,3,2006,0,NA,0,"PORCHE","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",10727,"","",0,1,43,2006,0,NA,0,"VIVIENDA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",10727,"","",0,1,40,2021,2006,NA,0,"COMERCIO","Comun","Bueno","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",498,"","",0,-1,86,2013,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",498,"","",0,-1,38,2013,0,NA,0,"COCHERA","Comun","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",498,"","",0,0,86,2021,0,NA,0,"VIVIENDA","2.5","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",498,"","",0,0,36,2021,0,NA,0,"BARBACOA","2.5","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",498,"","",0,1,82,2021,0,NA,0,"VIVIENDA","2.5","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",498,"","",0,-1,21,2021,0,NA,0,"PISCINA","2.5","Bueno",NA,NA,"Original"
"CO","B","EH",12159,"","",0,0,55,1955,0,NA,0,"VIVIENDA","Economica","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",12159,"","",0,0,7,1955,0,NA,0,"PORCHE","Economica","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",12159,"","",0,0,27,1955,0,NA,0,"GARAGE","Comun","Bueno/Regular","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",169,"","",0,0,128,2019,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Quincho sin cielorraso",NA,"Original"
"CO","B","EH",169,"","",0,1,23,2019,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Quincho sin cielorraso",NA,"Original"
"CO","B","EH",16727,"","",0,0,64,2021,0,NA,0,"VIVIENDA","Economica","Excelente","Liviana con cielorraso",NA,"Original"
"CO","B","EH",16727,"","",0,0,13,2022,0,NA,0,"PISCINA","Comun","Excelente",NA,NA,"Original"
"CO","B","EH",16727,"","",0,0,24,2023,0,NA,0,"VIVIENDA","Economica","Excelente","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17872,"","",0,0,101,2019,0,NA,0,"VIVIENDA","Comun","Excelente","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17823,"","",0,0,80,2022,0,NA,0,"VIVIENDA","2.5","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17823,"","",0,0,5,2022,0,NA,0,"DEPOSITO","2.5","Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",17823,"","",0,0,19,2022,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","2.5","Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",15052,"","",0,0,79,2004,0,NA,0,"VIVIENDA","2.5","Bueno/Regular","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",15052,"","",0,1,79,2004,0,NA,0,"VIVIENDA","2.5","Bueno/Regular","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",15052,"","",0,0,2,2004,0,NA,0,"BARBACOA","2.5","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",16324,"","",0,0,90,2011,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",16324,"","",0,0,17,2011,0,NA,0,"PISCINA","Confortable","Bueno",NA,NA,"Original"
"CO","B","EH",16324,"","",0,1,74,2011,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",271,"","",0,-1,120,1999,0,NA,0,"HOTEL, MOTEL","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",271,"","",0,-1,53,1999,0,NA,0,"DEPOSITO","3.5","Regular/Malo","Losa o bovedilla",NA,"Original"
"CO","B","EH",271,"","",0,-1,26,1999,0,NA,0,"GARAGE","3.5","Regular/Malo","Losa o bovedilla",NA,"Original"
"CO","B","EH",271,"","",0,-1,77,2002,1999,NA,0,"CANTINA","Comun","Regular","Liviana con cielorraso",NA,"Reforma"
"CO","B","EH",271,"","",0,0,245,1999,0,NA,0,"HOTEL, MOTEL","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",271,"","",0,1,170,1999,0,NA,0,"HOTEL, MOTEL","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",271,"","",0,2,30,1999,0,NA,0,"HOTEL, MOTEL","3.5","Regular/Malo","Losa o bovedilla",NA,"Original"
"CO","B","EH",271,"","",0,-1,40,2002,1999,NA,0,"HOTEL, MOTEL","Comun","Regular","Liviana con cielorraso",NA,"Reforma"
"CO","B","EH",271,"","",0,-1,115,2002,1999,NA,0,"HOTEL, MOTEL","Comun","Regular","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",271,"","",0,-1,79,2002,1999,NA,0,"HOTEL, MOTEL","Comun","Regular","Liviana con cielorraso",NA,"Reforma"
"CO","B","EH",16075,"","",0,0,20,2005,0,NA,0,"PISCINA","2.5","Bueno/Regular",NA,NA,"Original"
"CO","B","EH",16075,"","",0,0,27,2017,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","2.5","Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",16199,"","",0,0,7,1993,0,NA,0,"PORCHE","2.5","Regular","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",16199,"","",0,0,92,2002,1993,NA,0,"VIVIENDA","2.5","Bueno/Regular","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",16199,"","",0,0,11,1993,0,NA,0,"CHURRASQUERA","2.5","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",16199,"","",0,0,5,2019,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","Confortable","Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",16199,"","",0,1,69,1993,0,NA,0,"VIVIENDA","2.5","Bueno/Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",10729,"","",0,0,137,1997,0,NA,0,"VIVIENDA","Comun","Bueno","Quincho con cielorraso",NA,"Original"
"CO","B","EH",10729,"","",0,0,29,1980,0,NA,0,"VIVIENDA","2.5","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",10729,"","",0,0,10,1997,0,NA,0,"SS HH INDEPENDIENTES","Comun","Bueno/Regular","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",10729,"","",0,1,78,1968,0,NA,0,"VIVIENDA","Comun","Bueno/Regular","Quincho con cielorraso",NA,"Original"
"CO","B","EH",10729,"","",0,0,12,1997,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","3.5","Bueno/Regular","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",17142,"","",0,0,141,2009,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17142,"","",0,0,98,2012,0,NA,0,"VIVIENDA","3.5","Excelente","Liviana con cielorraso",NA,"Original"
"CO","B","EH",16217,"","",0,0,142,2022,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",16217,"","",0,1,80,2022,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",16217,"","",0,0,22,2022,0,NA,0,"PISCINA","Confortable","Bueno",NA,NA,"Original"
"CO","B","EH",17277,"","",0,0,254,1999,0,NA,0,"VIVIENDA","Confortable","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17277,"","",0,0,21,2002,0,NA,0,"VIVIENDA","Confortable","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17277,"","",0,0,16,2002,0,NA,0,"PORCHE","Confortable","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17277,"","",0,0,47,2002,0,NA,0,"PISCINA","Confortable","Bueno",NA,NA,"Original"
"CO","B","EH",13958,"","",0,0,112,1980,0,NA,0,"VIVIENDA","Confortable","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",13958,"","",0,0,33,1980,0,NA,0,"GARAGE","Confortable","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",13958,"","",0,0,19,1992,0,NA,0,"CHURRASQUERA","Comun","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",13958,"","",0,1,117,1980,0,NA,0,"VIVIENDA","Confortable","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",13958,"","",0,1,19,1992,0,NA,0,"VIVIENDA","Comun","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17746,"","",0,0,86,1989,0,NA,0,"VIVIENDA","Comun","Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17746,"","",0,0,31,2002,0,NA,0,"VIVIENDA","2.5","Bueno/Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17746,"","",0,1,64,1989,0,NA,0,"VIVIENDA","Comun","Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17529,"","",0,0,60,2023,0,NA,0,"VIVIENDA","Confortable","Excelente","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17529,"","",0,0,68,2023,0,NA,0,"GARAGE","Confortable","Excelente","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17529,"","",0,0,56,2023,0,NA,0,"GARAGE","Confortable","Excelente","Liviana con cielorraso",NA,"Original"
"CO","B","EH",543,"","",0,0,65,2003,0,NA,0,"VIVIENDA","Economica","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",543,"","",0,0,23,2003,0,NA,0,"PORCHE","Economica","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",543,"","",0,0,53,2005,0,NA,0,"PISCINA","Comun","Bueno",NA,NA,"Original"
"CO","B","EH",543,"","",0,1,30,2005,0,NA,0,"VIVIENDA","Economica","Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",1260,"","",0,0,179,2000,0,NA,0,"COMERCIO","Comun","Regular","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",1260,"","",0,0,72,2018,2000,NA,0,"COMERCIO","Comun","Regular","Liviana sin cielorraso",NA,"Reforma"
"CO","B","EH",1260,"","",0,0,130,2022,2000,NA,0,"COMERCIO","Comun","Regular","Liviana sin cielorraso",NA,"Reforma"
"CO","B","EH",1260,"","",0,1,60,2000,0,NA,0,"COMERCIO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",564,"","",0,0,130,2012,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",564,"","",0,0,26,2012,0,NA,0,"PISCINA","Confortable","Bueno",NA,NA,"Original"
"CO","B","EH",564,"","",0,0,36,2015,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",564,"","",0,0,17,2018,0,NA,0,"VIVIENDA","Confortable","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",564,"","",0,0,23,2018,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",564,"","",0,1,42,2012,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",564,"","",0,1,66,2018,0,NA,0,"VIVIENDA","Confortable","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",204,"","",0,0,105,2012,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",204,"","",0,0,37,2012,0,NA,0,"GARAGE","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",204,"","",0,0,20,2012,0,NA,0,"PORCHE","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",204,"","",0,1,164,2012,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",204,"","",0,2,9,2012,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",204,"","",0,2,2,2012,0,NA,0,"CHURRASQUERA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",204,"","",0,2,6,2012,0,NA,0,"PISCINA","Confortable","Bueno",NA,NA,"Original"
"CO","B","EH",16383,"","",0,0,82,1994,0,NA,0,"VIVIENDA","3.5","Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",16383,"","",0,0.5,14,1994,0,NA,0,"VIVIENDA","3.5","Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",713,"","",0,0,109,2021,0,NA,0,"VIVIENDA","Comun","Excelente","Liviana con cielorraso",NA,"Original"
"CO","B","EH",713,"","",0,1,68,2021,0,NA,0,"VIVIENDA","Comun","Excelente","Liviana con cielorraso",NA,"Original"
"CO","B","EH",263,"","",0,0,48,1955,0,NA,0,"VIVIENDA","Economica","Malo/Muy Malo","Losa o bovedilla",NA,"Original"
"CO","B","EH",263,"","",0,0,27,1980,0,NA,0,"DEPOSITO","Muy economica","Muy Malo","Losa o bovedilla",NA,"Original"
"CO","B","EH",801,"","",0,0,120,2005,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",801,"","",0,0,2,2005,0,NA,0,"CHURRASQUERA","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",801,"","",0,0,11,2007,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",801,"","",0,0,47,2007,0,NA,0,"PISCINA","Comun","Regular",NA,NA,"Original"
"CO","B","EH",801,"","",0,0,15,2016,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",801,"","",0,1,16,2016,0,NA,0,"VIVIENDA","Confortable","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",801,"","",0,1,58,2005,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",16774,"","",0,-1,39,1995,0,NA,0,"GARAGE","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",16774,"","",0,-1,25,1995,0,NA,0,"DEPOSITO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",16774,"","",0,0,214,1995,0,NA,0,"VIVIENDA","Confortable","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",16774,"","",0,0,40,2010,0,NA,0,"PISCINA","Confortable","Bueno",NA,NA,"Original"
"CO","B","EH",16774,"","",0,0,78,2010,0,NA,0,"VIVIENDA","Confortable","Bueno","Quincho con cielorraso",NA,"Original"
"CO","B","EH",16435,"","",0,0,73,2017,0,NA,0,"VIVIENDA","2.5","Excelente/Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",16435,"","",0,0,25,2021,0,NA,0,"VIVIENDA","2.5","Excelente/Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",16435,"","",0,0,15,2021,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","2.5","Excelente/Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",77,"","",0,0,121,2021,0,NA,0,"VIVIENDA","3.5","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",77,"","",0,0,16,2021,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","3.5","Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",77,"","",0,0,14,2021,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","3.5","Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",753,"","",0,0,61,2023,0,NA,0,"VIVIENDA","Confortable","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",753,"","",0,0,36,2023,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","Confortable","Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",753,"","",0,0,8,2023,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","Confortable","Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",753,"","",0,1,25,2023,0,NA,0,"VIVIENDA","Confortable","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",753,"","",0,0,15,2023,0,NA,0,"PISCINA","Confortable","Bueno",NA,NA,"Original"
"CO","B","EH",18358,"","",0,0,32,2008,0,NA,0,"VIVIENDA","Muy confortable","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",18358,"","",0,0,27,2008,0,NA,0,"BARBACOA","Muy confortable","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",18358,"","",0,0,15,2020,0,NA,0,"VIVIENDA","Muy confortable","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",18358,"","",0,0,7,2021,0,NA,0,"VIVIENDA","Muy confortable","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",18358,"","",0,1,42,2008,0,NA,0,"VIVIENDA","Muy confortable","Excelente","Quincho con cielorraso",NA,"Original"
"CO","B","EH",1064,"","",0,0,88,1992,0,NA,0,"VIVIENDA","Comun","Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",1064,"","",0,0,25,1992,0,NA,0,"PORCHE","Comun","Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",1064,"","",0,0,8,1992,0,NA,0,"DEPOSITO","Economica","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",1064,"","",0,0,14,2011,0,NA,0,"PISCINA","Comun","Bueno",NA,NA,"Original"
"CO","B","EH",18129,"","",0,-0.5,17,1976,0,NA,0,"GARAGE","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",18129,"","",0,-0.5,11,1976,0,NA,0,"VIVIENDA","Comun","Regular/Malo","Losa o bovedilla",NA,"Original"
"CO","B","EH",18129,"","",0,0,107,1976,0,NA,0,"VIVIENDA","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",18129,"","",0,0,21,2010,1976,NA,0,"VIVIENDA","Comun","Regular","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",18129,"","",0,0,12,1990,0,NA,0,"PORCHE","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",18129,"","",0,0,14,1990,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","Comun","Regular","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",18129,"","",0,0,2,1990,0,NA,0,"CHURRASQUERA","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",15060,"","",0,0,87,2007,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",15060,"","",0,1,77,2007,0,NA,0,"VIVIENDA","Confortable","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",15060,"","",0,0,16,2007,0,NA,0,"GARAGE","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",15060,"","",0,1,16,2007,0,NA,0,"PORCHE","Confortable","Bueno","Liviana con cielorraso",NA,"Original"
