"C贸digo r茅gimen","C贸digo departamento","C贸digo localidad","Padr贸n","Bloc / Manzana","EP / SS","Unidad","Nivel","Area construida","A帽o de construcci贸n","A帽o remanente","EP/SS uso exclusivo","Unidad uso explusivo","Destinos","Categor铆a de construcci贸n","Estado conservaci贸n","Tipo de cubierta","Indicador cielorraso","Tipo de obra"
"PH","B","EH",16814,"B","",0,1,0,1993,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1993,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1993,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1993,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1998,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1998,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1998,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1997,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1997,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1997,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1998,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1998,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1998,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1998,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1998,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1998,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1998,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1998,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1998,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1998,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1998,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,1998,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2003,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2003,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2003,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2003,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2003,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2003,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2003,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2004,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2004,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2004,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2004,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,205,1998,0,NA,0,"MUROS","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,2,0,1993,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,2,0,1993,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,2,0,1998,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,2,0,1997,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,2,0,1998,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,2,0,1998,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,2,0,1998,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,2,0,2003,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,2,0,2004,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,2,3,1998,0,NA,0,"MUROS","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",9,0,176,2005,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,0,16,2005,0,NA,0,"PORCHE","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,0,27,2005,0,NA,0,"COCHERA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,0,0,2005,0,NA,0,"JARDIN","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,0,47,2005,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,0,0,2005,0,NA,0,"JARDIN","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,0,0,2005,0,NA,0,"JARDIN","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,0,6,2005,0,NA,0,"PORCHE","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,0,0,2005,0,NA,0,"PISCINA","Confortable","Bueno",NA,NA,"Original"
"PH","B","EH",16814,"B","",0,0,27,2005,0,NA,0,"BARBACOA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,0,2,2005,0,NA,0,"CHURRASQUERA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",9,1,79,2005,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",9,1,60,2005,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2005,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2005,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"K","",0,0,0,1997,0,NA,0,"JARDIN","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"K","",0,0,0,1997,0,NA,0,"ACCESO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"K","",0,0,0,1997,0,NA,0,"JARDIN","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"K","",0,0,12,1997,0,NA,0,"SUB-ESTACION UTE","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"K","",0,0,5,1997,0,NA,0,"SUB-ESTACION UTE","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",9,-1,18,1995,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",3,0,121,2009,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",4,0,158,2005,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",5,0,243,2009,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",7,0,124,1998,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",8,0,131,1998,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",9,0,111,1995,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",9,0,7,1995,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,0,1997,0,NA,0,"JARDIN","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,0,1997,0,NA,0,"JARDIN","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,0,1997,0,NA,0,"JARDIN","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,0,1997,0,NA,0,"JARDIN","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,0,1997,0,NA,0,"JARDIN","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,0,1997,0,NA,0,"JARDIN","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,20,1995,0,NA,0,"GALERIA DE VIVENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,12,1995,0,NA,0,"GALERIA DE VIVENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,5,1995,0,NA,0,"GALERIA DE VIVENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,0,1995,0,NA,0,"PATIO","Confortable","Bueno",NA,NA,"Original"
"PH","B","EH",16814,"L","",0,0,1,1995,0,NA,0,"CHURRASQUERA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,0,1998,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,0,1998,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,1,1998,0,NA,0,"CHURRASQUERA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,2,1998,0,NA,0,"DEPOSITO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,1,1998,0,NA,0,"ESCALERA","Confortable","Bueno",NA,NA,"Original"
"PH","B","EH",16814,"L","",0,0,1,1998,0,NA,0,"ESCALERA","Confortable","Bueno",NA,NA,"Original"
"PH","B","EH",16814,"L","",0,0,3,1998,0,NA,0,"SALA MAQUINA CALDERA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,2,1998,0,NA,0,"DEPOSITO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,46,2009,0,NA,0,"GALERIA DE VIVENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,4,2009,0,NA,0,"PORCHE","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,1,2009,0,NA,0,"CHURRASQUERA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,4,2009,0,NA,0,"DEPOSITO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,0,2009,0,NA,0,"PISCINA","Confortable","Bueno",NA,NA,"Original"
"PH","B","EH",16814,"L","",0,0,1,2005,0,NA,0,"CHURRASQUERA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,1,2009,0,NA,0,"PORCHE","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,17,2009,0,NA,0,"GALERIA DE VIVENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,1,2009,0,NA,0,"CHURRASQUERA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,0,2009,0,NA,0,"PISCINA","Confortable","Bueno",NA,NA,"Original"
"PH","B","EH",16814,"L","",0,0,0,2009,0,NA,0,"PATIO","Confortable","Bueno",NA,NA,"Original"
"PH","B","EH",16814,"L","",0,0,5,2009,0,NA,0,"LAVADERO DE VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,6,2009,0,NA,0,"TANQUE DE AGUA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,0,0,1998,0,NA,0,"PATIO","Confortable","Bueno",NA,NA,"Original"
"PH","B","EH",16814,"L","",0,0,1,1998,0,NA,0,"ESCALERA","Confortable","Bueno",NA,NA,"Original"
"PH","B","EH",16814,"L","",3,1,104,2009,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",4,1,61,2005,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",5,1,132,2009,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",7,1,93,1998,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",8,1,41,1998,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",9,1,61,1995,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,1,0,1995,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,1,0,1995,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,1,0,1995,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,1,20,1995,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,1,0,1995,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,1,28,1998,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,1,2,1998,0,NA,0,"ESCALERA","Confortable","Bueno",NA,NA,"Original"
"PH","B","EH",16814,"L","",0,1,3,1998,0,NA,0,"ESCALERA","Confortable","Bueno",NA,NA,"Original"
"PH","B","EH",16814,"L","",0,1,0,1998,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,1,0,1998,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,1,0,2009,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,1,0,2009,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,1,0,2005,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,1,0,2005,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,1,0,2005,0,NA,0,"BALCON","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,1,0,2005,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"L","",0,1,0,2009,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2005,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2005,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2005,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2005,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2005,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,1,0,2005,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,2,0,2005,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,0,0,1997,0,NA,0,"JARDIN","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,0,0,1997,0,NA,0,"JARDIN","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,0,0,1997,0,NA,0,"ACCESO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,0,0,1997,0,NA,0,"JARDIN","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,0,12,1997,0,NA,0,"SUB-ESTACION UTE","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"B","",0,0,5,1997,0,NA,0,"SUB-ESTACION UTE","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",3,0,132,2006,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",6,0,267,2007,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,0,1997,0,NA,0,"JARDIN","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,0,1997,0,NA,0,"JARDIN","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,22,2006,0,NA,0,"GALERIA DE VIVENDA","Confortable","Bueno","Liviana sin cielorraso",NA,"Original"
"PH","B","EH",16814,"C","",0,0,0,2006,0,NA,0,"PISCINA","Confortable","Bueno",NA,NA,"Original"
"PH","B","EH",16814,"C","",0,0,10,2006,0,NA,0,"GALERIA DE VIVENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,1,2006,0,NA,0,"ESCALERA","Confortable","Bueno",NA,NA,"Original"
"PH","B","EH",16814,"C","",0,0,1,2006,0,NA,0,"PORCHE","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,24,2007,0,NA,0,"PORCHE","Confortable","Bueno","Liviana sin cielorraso",NA,"Original"
"PH","B","EH",16814,"C","",0,0,46,2007,0,NA,0,"GALERIA DE VIVENDA","Confortable","Bueno","Liviana sin cielorraso",NA,"Original"
"PH","B","EH",16814,"C","",0,0,19,2007,0,NA,0,"GALERIA DE VIVENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,3,2007,0,NA,0,"CHURRASQUERA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,41,2012,0,NA,0,"MUROS","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",3,1,65,2006,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",3,1,22,2006,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",6,1,82,2007,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,1,0,2006,0,NA,0,"BALCON","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,1,0,2006,0,NA,0,"TERRAZA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,1,4,2006,0,NA,0,"ESCALERA","Confortable","Bueno",NA,NA,"Original"
"PH","B","EH",16814,"C","",0,1,5,2006,0,NA,0,"LAVADERO DE VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,1,1,2006,0,NA,0,"CHURRASQUERA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,1,0,2006,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,1,0,2007,0,NA,0,"BALCON","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,1,0,2007,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,1,36,2012,0,NA,0,"MUROS","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,2,0,2006,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,2,0,2006,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,2,0,2006,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,2,0,2007,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",4,0,161,2018,0,NA,0,"VIVIENDA","Confortable","Excelente","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",5,0,172,2010,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,0,1997,0,NA,0,"JARDIN","Confortable","Excelente","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,0,1997,0,NA,0,"JARDIN","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,9,2018,0,NA,0,"PORCHE","Confortable","Excelente","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,2,2018,0,NA,0,"PORCHE","Confortable","Excelente","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,51,2018,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","Confortable","Excelente","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,2,2018,0,NA,0,"CHURRASQUERA","Confortable","Excelente","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,4,2010,0,NA,0,"PORCHE","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,28,2010,0,NA,0,"GALERIA DE VIVENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,62,2010,0,NA,0,"GALERIA DE VIVENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,2,2010,0,NA,0,"CHURRASQUERA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,1,2010,0,NA,0,"DEPOSITO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",4,1,51,2018,0,NA,0,"VIVIENDA","Confortable","Excelente","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",5,1,61,2010,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,0,54,2018,0,NA,0,"MUROS","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,1,21,2018,0,NA,0,"MUROS","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,1,0,2018,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,1,0,2018,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,1,0,2018,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,1,0,2018,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,1,0,2018,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,1,0,2018,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,1,0,2018,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente","Losa o bovedilla",NA,"Original"
"PH","B","EH",16814,"C","",0,1,0,2010,0,NA,0,"AZOTEA, TECHO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
